YYMMDDHHMI(KST),STN(ID),TA(C),WD(deg),WS(m/s),RN_DAY(mm),RN_HR1(mm),HM(%),PA(hPa),PS(hPa)
201806060300,114,18.8,32.9,1.1,0.0,0.0,76.2,994.4,1011.6
201806060400,114,18.0,4.9,0.1,0.0,0.0,76.8,994.6,1011.8
201806060500,114,17.7,88.5,0.6,0.0,0.0,75.6,994.8,1012.1
201806060600,114,17.6,26.8,1.3,0.0,0.0,78.8,995.2,1012.5
201806060700,114,18.6,33.9,0.9,0.0,0.0,73.9,995.7,1012.9
201806060800,114,20.0,87.1,0.4,0.0,0.0,67.3,995.8,1013.0
201806060900,114,22.3,25.9,0.8,0.0,0.0,57.9,995.9,1012.9
201806061000,114,24.5,306.8,0.8,0.0,0.0,48.7,995.4,1012.2
201806061100,114,25.6,297.7,1.2,0.0,0.0,44.1,994.9,1011.7
201806061200,114,26.6,243.2,1.0,0.0,0.0,45.3,994.5,1011.3
201806061300,114,27.6,301.2,1.4,0.0,0.0,38.8,993.9,1010.6
201806061400,114,27.8,262.5,1.7,0.0,0.0,39.9,993.2,1009.8
201806061500,114,29.3,279.8,2.0,0.0,0.0,36.2,992.9,1009.4
201806061600,114,28.5,245.9,2.2,0.0,0.0,37.3,992.8,1009.4
201806061700,114,28.7,270.4,1.7,0.0,0.0,36.1,992.5,1009.1
201806061800,114,28.4,258.4,1.5,0.0,0.0,38.9,992.6,1009.2
201806061900,114,27.4,250.1,1.1,0.0,0.0,45.6,992.7,1009.4
201806062000,114,25.9,262.3,1.1,0.0,0.0,54.3,993.2,1010.0
201806062100,114,24.8,191.3,1.3,0.0,0.0,58.9,993.9,1010.8
201806062200,114,24.0,211.8,1.1,0.0,0.0,60.6,994.6,1011.4
201806062300,114,22.5,111.8,0.5,0.0,0.0,66.9,994.8,1011.8
201806070000,114,21.9,246.7,0.6,0.0,0.0,68.7,995.5,1012.5
201806070100,114,21.1,238.7,0.7,0.0,0.0,71.5,995.7,1012.8
201806070200,114,20.3,106.5,0.3,0.0,0.0,75.1,995.7,1012.9
201806070300,114,19.4,288.5,0.8,0.0,0.0,77.2,995.3,1012.4
201806070400,114,18.8,33.3,0.1,0.0,0.0,84.0,995.4,1012.6
201806070500,114,18.3,39.0,0.7,0.0,0.0,86.0,995.4,1012.6
201806070600,114,18.2,258.0,0.5,0.0,0.0,85.2,995.7,1012.9
201806070700,114,19.0,138.3,0.3,0.0,0.0,77.7,995.8,1013.0
201806070800,114,20.7,42.2,0.6,0.0,0.0,71.9,996.1,1013.3
201806070900,114,22.6,270.1,0.9,0.0,0.0,65.5,995.9,1012.9
201806071000,114,23.7,13.5,1.2,0.0,0.0,59.3,995.5,1012.4
201806071100,114,25.9,297.2,1.2,0.0,0.0,50.2,995.6,1012.4
201806071200,114,26.7,257.7,1.9,0.0,0.0,44.6,994.7,1011.4
201806071300,114,28.2,302.1,1.8,0.0,0.0,35.3,994.1,1010.7
201806071400,114,27.9,232.0,2.2,0.0,0.0,39.2,993.0,1009.6
201806071500,114,28.6,226.1,1.9,0.0,0.0,39.0,992.3,1008.9
201806071600,114,28.6,262.2,2.0,0.0,0.0,39.4,992.2,1008.8
201806071700,114,28.7,260.4,1.7,0.0,0.0,38.8,991.6,1008.1
201806071800,114,27.7,264.3,2.0,0.0,0.0,43.4,991.6,1008.2
201806071900,114,26.9,225.5,1.2,0.0,0.0,45.4,991.5,1008.2
201806072000,114,25.6,218.6,1.0,0.0,0.0,50.2,991.4,1008.2
201806072100,114,24.0,118.1,0.4,0.0,0.0,57.1,992.1,1008.9
201806072200,114,23.5,211.2,0.2,0.0,0.0,55.8,992.5,1009.3
201806072300,114,22.2,63.1,0.4,0.0,0.0,62.7,992.9,1009.9
201806080000,114,21.6,118.3,0.1,0.0,0.0,64.1,992.6,1009.6
201806080100,114,20.7,138.3,0.5,0.0,0.0,62.7,992.8,1009.9
201806080200,114,20.9,121.5,0.2,0.0,0.0,59.9,992.8,1009.9
201806080300,114,20.0,109.9,1.2,0.0,0.0,62.1,992.4,1009.6
201806080400,114,19.2,74.7,0.1,0.0,0.0,66.8,992.0,1009.1
201806080500,114,18.4,102.1,0.5,0.0,0.0,74.1,992.1,1009.3
201806080600,114,18.1,207.8,0.2,0.0,0.0,77.2,991.9,1009.1
201806080700,114,17.9,291.3,1.7,0.0,0.0,81.2,992.7,1009.9
201806080800,114,18.3,283.9,1.4,0.0,0.0,76.2,993.1,1010.3
201806080900,114,18.8,219.3,0.8,0.0,0.0,74.4,992.6,1009.7
201806081000,114,19.2,212.7,1.2,0.0,0.0,71.6,992.1,1009.2
201806081100,114,22.0,186.5,0.6,0.0,0.0,61.4,992.0,1009.0
201806081200,114,22.7,269.7,1.4,0.0,0.0,53.1,991.3,1008.2
201806081300,114,23.8,265.5,2.0,0.0,0.0,52.8,990.6,1007.4
201806081400,114,23.9,192.3,0.9,0.0,0.0,53.3,990.1,1006.8
201806081500,114,25.5,261.7,2.1,0.0,0.0,48.5,989.6,1006.4
201806081600,114,24.8,267.4,1.4,0.0,0.0,51.2,989.4,1006.2
201806081700,114,25.6,214.3,1.8,0.0,0.0,50.2,989.0,1005.7
201806081800,114,25.5,260.2,1.3,0.0,0.0,50.7,989.3,1006.0
201806081900,114,24.8,216.1,1.3,0.0,0.0,53.2,989.7,1006.5
201806082000,114,24.0,228.8,0.4,0.0,0.0,57.7,990.2,1006.9
